1.000000000000000048e-04 3.993012163439659616e+02
1.097498765493056151e-04 4.367860763121133800e+02
1.204503540258782072e-04 4.777851047861788629e+02
1.321941148466029056e-04 5.226261966773611221e+02
1.450828778495939786e-04 5.716672703687386274e+02
1.592282793341092296e-04 6.252993094686656832e+02
1.747528400007684023e-04 6.839485663786530267e+02
1.917910261672488357e-04 7.480798559976429942e+02
2.104904144512020621e-04 8.182000256625373140e+02
2.310129700083159968e-04 8.948604596831376057e+02
2.535364493970111472e-04 9.786615555462240081e+02
2.782559402207124147e-04 1.070255568241794890e+03
3.053855508833415249e-04 1.170351417207104987e+03
3.351602650938842183e-04 1.279716555481131991e+03
3.678379771828633083e-04 1.399182519733322124e+03
4.037017258596553842e-04 1.529648225846169908e+03
4.430621457583879788e-04 1.672083264401479028e+03
4.862601580065353964e-04 1.827531067044865267e+03
5.336699231206308959e-04 1.997112283356136686e+03
5.857020818056665268e-04 2.182028839021501426e+03
6.428073117284320353e-04 2.383563218313407106e+03
7.054802310718643081e-04 2.603082135978308543e+03
7.742636826811267678e-04 2.842037244865621687e+03
8.497534359086441084e-04 3.101960778948951429e+03
9.326033468832196872e-04 3.384465747826471670e+03
1.023531021899026046e-03 3.691238109855033599e+03
1.123324032978027407e-03 4.024023566655859213e+03
1.232846739442065853e-03 4.384617881475196555e+03
1.353047774579806779e-03 4.774842232752051132e+03
1.484968262254464811e-03 5.196521104330094204e+03
1.629750834620643553e-03 5.651447963277765666e+03
1.788649529057434158e-03 6.141367709684591318e+03
1.963040650040270407e-03 6.667867822501076262e+03
2.154434690031883405e-03 7.232385125641522791e+03
2.364489412645407428e-03 7.836159214444593999e+03
2.595024211399734985e-03 8.480107576132126269e+03
2.848035868435801199e-03 9.164752141612067135e+03
3.125715849688235834e-03 9.890144868793173373e+03
3.430469286314916447e-03 1.065574166606292420e+04
3.764935806792466672e-03 1.146026663315267251e+04
4.132012400115335840e-03 1.230159321952438586e+04
4.534878508128581745e-03 1.317661727998516835e+04
4.977023564332110246e-03 1.408109341339241837e+04
5.462277217684339062e-03 1.500947515745382043e+04
5.994842503189405300e-03 1.595475045531434807e+04
6.579332246575679381e-03 1.690826498136763985e+04
7.220809018385459729e-03 1.785955544731646296e+04
7.924828983539173796e-03 1.879620152779156706e+04
8.697490026177831166e-03 1.970362684986088425e+04
9.545484566618333763e-03 2.056507984828029294e+04
1.047615752789664637e-02 2.136149333299777936e+04
1.149756995397735286e-02 2.207153955663964007e+04
1.261856883066020570e-02 2.267187879742137375e+04
1.384886371393872703e-02 2.313752108660114391e+04
1.519911082952932722e-02 2.344260986846491141e+04
1.668100537200058880e-02 2.356163315182916267e+04
1.830738280295367629e-02 2.347116542289561403e+04
2.009233002565045598e-02 2.315235101372291319e+04
2.205130739903045367e-02 2.259401576414476222e+04
2.420128264794380729e-02 2.179632267628418776e+04
2.656087782946683559e-02 2.077451640637514720e+04
2.915053062825175706e-02 1.956197534284351786e+04
3.199267137797381227e-02 1.821142871475605716e+04
3.511191734215130672e-02 1.679308617302212951e+04
3.853528593710527084e-02 1.538757767844462614e+04
4.229242874389495255e-02 1.407827232292627014e+04
4.641588833612777382e-02 1.292031787269943197e+04
5.094138014816376042e-02 1.197028502281410874e+04
5.590810182512223614e-02 1.119490109639938237e+04
6.135907273413170049e-02 1.051226653625451581e+04
6.734150657750816171e-02 9.820000619231022938e+03
7.390722033525776169e-02 8.980030738677753106e+03
8.111308307896866743e-02 7.916930389338645000e+03
8.902150854450377460e-02 6.747766485295166603e+03
9.770099572992249626e-02 5.684221756409056979e+03
1.072267222010322568e-01 4.913477395040608826e+03
1.176811952434997227e-01 4.455381183149337630e+03
1.291549665014883330e-01 4.075908048584480184e+03
1.417474162926803949e-01 3.533288952013047037e+03
1.555676143930471433e-01 2.885896024156156727e+03
1.707352647470689599e-01 2.413783285145811533e+03
1.873817422860382387e-01 2.157380065188351637e+03
2.056512308348650564e-01 1.859790607260134948e+03
2.257019719633918398e-01 1.506775174022074225e+03
2.477076355991710555e-01 1.289612275500493524e+03
2.718588242732939420e-01 1.099025510334346791e+03
2.983647240283336388e-01 8.980584134028263179e+02
3.274549162877727349e-01 7.629962590505954267e+02
3.593813663804621972e-01 6.263347180620326071e+02
3.944206059437651568e-01 5.231502550663459488e+02
4.328761281083056134e-01 4.297588947546521467e+02
4.750810162102796497e-01 3.549786155380706418e+02
5.214008287999679636e-01 2.915015312287089273e+02
5.722367659350213742e-01 2.387010137029367058e+02
6.280291441834251476e-01 1.951169057796150241e+02
6.892612104349689073e-01 1.591028183008789370e+02
7.564633275546283064e-01 1.294378919161645172e+02
8.302175681319743372e-01 1.050724585876532160e+02
9.111627561154879151e-01 8.511719521537689559e+01
9.999999999999991118e-01 6.881813901600095562e+01
